dataset,neural_network,training_loss,testing_loss,time,number_of_folds,epochs,fold
wine,StrategyNN,1.8946898529111351,1.8331799296922653,28.183738470077515,5,5.0,2.0
wine,StrategyNN,1.9255434413902133,1.9351457576228135,28.99592638015747,5,5.0,3.0
wine,StrategyNN,2.393554960853693,2.4233535200493947,30.016493082046512,5,5.0,4.0
breast_cancer,StrategyNN,1.338349290612126,1.472194131691312,3.64759373664856,5,5.0,0.0
breast_cancer,StrategyNN,1.3233365320581154,1.3125553129990677,4.9679691791534415,5,5.0,1.0
breast_cancer,StrategyNN,1.3133003716683769,1.3467233569645,4.1976678371429434,5,5.0,2.0
breast_cancer,StrategyNN,1.3763104394237926,1.27186484831059,4.091622591018677,5,5.0,3.0
breast_cancer,StrategyNN,1.7974021652383514,1.8376507148361407,3.5150635242462163,5,5.0,4.0
heart,StrategyNN,3.3734273892568254,3.2661962798952686,4.247791528701781,5,5.0,0.0
heart,StrategyNN,2.3622314818200425,2.344357018198304,4.223201036453247,5,5.0,1.0
heart,StrategyNN,2.542255205697173,2.6037592303351387,4.574413061141968,5,5.0,2.0
heart,StrategyNN,2.18720147111778,2.1459348644997465,5.593862295150757,5,5.0,3.0
heart,StrategyNN,3.9025132347232483,3.8936918524701385,4.312292814254762,5,5.0,4.0
iris,StrategyNN,2.0164250006643623,2.1414125998442,24.65356969833374,5,5.0,0.0
iris,StrategyNN,2.2405992876215763,1.9898885682777985,23.561010599136356,5,5.0,1.0
iris,StrategyNN,1.9764226583094704,2.115832528082985,22.33683133125305,5,5.0,2.0
iris,StrategyNN,1.8942524743311373,2.0055111026822257,23.40663552284241,5,5.0,3.0
iris,StrategyNN,1.7602168213166256,1.8971238234142287,26.342746019363407,5,5.0,4.0
wine,StrategyNN,1.889439533754388,1.9392815853726564,29.23522186279297,5,5.0,0.0
wine,StrategyNN,2.028966133199985,2.04398781177176,31.378435850143433,5,5.0,1.0
wine,StrategyNN,1.970298866360206,1.9523600949401865,27.5740818977356,5,5.0,2.0
wine,StrategyNN,2.032828785777763,1.9975162675069127,27.92263388633728,5,5.0,3.0
wine,StrategyNN,2.3251070278369608,2.231609131732481,29.49095606803894,5,5.0,4.0
breast_cancer,StrategyNN,1.3236054424580124,1.306968795084391,3.7952864170074463,5,5.0,0.0
breast_cancer,StrategyNN,1.5247822173172312,1.5727088388859671,3.5909349918365483,5,5.0,1.0
breast_cancer,StrategyNN,1.3063491400600928,1.3028430533840256,3.9576876163482666,5,5.0,2.0
breast_cancer,StrategyNN,1.1390676402979754,1.229483267318303,4.257504463195802,5,5.0,3.0
breast_cancer,StrategyNN,1.4542435540942793,1.4300669711278233,4.115112781524658,5,5.0,4.0
heart,StrategyNN,3.299438499264664,3.3527667575933093,4.680648565292358,5,5.0,0.0
heart,StrategyNN,3.3488665019242547,3.129594453789548,4.372559070587158,5,5.0,1.0
heart,StrategyNN,4.543287365042822,4.466555494645023,4.473755359649658,5,5.0,2.0
heart,StrategyNN,2.979937786365422,3.0462566887635085,4.773359775543213,5,5.0,3.0
heart,StrategyNN,3.8207040556240965,3.6299478935599567,4.495568037033081,5,5.0,4.0
iris,StrategyNN,1.9992497844263009,2.043991804662749,21.35676097869873,5,5.0,0.0
iris,StrategyNN,2.1117792066895524,2.381906229717495,23.89881181716919,5,5.0,1.0
iris,StrategyNN,1.9423697225642629,1.9513433030675853,23.603100061416626,5,5.0,2.0
iris,StrategyNN,1.9494636234175158,1.952840503919821,23.06523847579956,5,5.0,3.0
iris,StrategyNN,2.440204534703236,2.3163585563545155,23.745948314666748,5,5.0,4.0
wine,StrategyNN,2.403110798186993,2.3778137158257158,24.689868211746216,5,5.0,0.0
wine,StrategyNN,2.218039845627755,2.2320298165470582,27.472692489624023,5,5.0,1.0
wine,StrategyNN,2.1183379832721783,2.0237872388623384,29.130056858062744,5,5.0,2.0
wine,StrategyNN,2.674353560203377,2.626754865748196,27.51161408424377,5,5.0,3.0
wine,StrategyNN,2.250166212228201,2.0357169336803187,24.61366677284241,5,5.0,4.0
breast_cancer,StrategyNN,1.1031815153560638,1.0694897412693225,3.5492310523986816,5,5.0,0.0
breast_cancer,StrategyNN,1.2805420285510682,1.3017401378117497,3.4416158199310303,5,5.0,1.0
breast_cancer,StrategyNN,1.214384100885588,1.2698677820180515,3.3941745758056636,5,5.0,2.0
breast_cancer,StrategyNN,1.525269708137987,1.6891964832242643,3.4842433929443364,5,5.0,3.0
breast_cancer,StrategyNN,1.3898135829435976,1.3654667607869009,3.4347760677337646,5,5.0,4.0
heart,StrategyNN,3.1702581696227536,3.2204537622912435,4.1297500133514395,5,5.0,0.0
heart,StrategyNN,3.993771719127764,3.9981396357488452,4.291827201843262,5,5.0,1.0
heart,StrategyNN,2.7501147297636543,2.8178110573854704,4.108891725540161,5,5.0,2.0
